,Bathroom|Cleaning,Bathroom|Showering,Bathroom|Using_the_sink,Bathroom|Using_the_toilet,Bedroom|Cleaning,Bedroom|Dressing,Bedroom|Napping,Bedroom|Reading,Entrance|Entering,Entrance|Leaving,Kitchen|Cleaning,Kitchen|Cooking,Kitchen|Preparing,Kitchen|Washing_the_dishes,Living_room|Cleaning,Living_room|Computing,Living_room|Eating,Living_room|Watching_TV,Office|Cleaning,Office|Computing,Office|Watching_TV,Staircase|Going_down,Staircase|Going_up,Toilet|Using_the_toilet,Transition
Bathroom|Cleaning,0,1,9,0,0,0,0,13,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,39
Bathroom|Showering,0,1717,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905,0,0,0,0,0,0,0
Bathroom|Using_the_sink,0,246,25,0,0,0,16,0,0,0,0,0,0,0,0,373,0,244,0,0,0,0,0,0,27
Bathroom|Using_the_toilet,0,0,33,0,0,0,29,0,0,0,0,0,0,0,0,71,0,9,0,19,0,0,0,0,79
Bedroom|Cleaning,0,0,2,0,0,6,6,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bedroom|Dressing,0,0,1,0,0,74,34,185,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,6
Bedroom|Napping,0,0,0,0,0,4,3059,10,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0
Bedroom|Reading,0,0,0,0,0,0,0,3238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entrance|Entering,0,133,2,0,0,0,0,0,64,1,0,0,0,0,0,7,9,102,0,0,0,0,0,0,4
Entrance|Leaving,0,136,0,0,0,0,0,0,72,2,0,0,0,0,0,2,0,19,0,0,0,0,0,0,5
Kitchen|Cleaning,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,14,23,1,0,0,0,0,0,0,0
Kitchen|Cooking,0,0,0,0,0,0,0,0,0,0,0,1792,0,54,0,6,9,0,0,0,0,0,0,0,0
Kitchen|Preparing,0,0,1,0,0,0,0,0,0,0,0,0,0,241,0,10,58,0,0,0,0,0,0,0,0
Kitchen|Washing_the_dishes,0,0,0,0,0,0,0,0,0,0,0,0,0,973,0,6,23,0,0,0,0,0,0,0,0
Living_room|Cleaning,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,43,150,0,0,0,0,0,0,0,0
Living_room|Computing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3224,204,0,0,0,0,0,0,0,0
Living_room|Eating,0,0,0,0,0,0,0,0,0,0,0,9,0,115,0,456,1141,31,0,0,0,0,0,0,5
Living_room|Watching_TV,0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3486,0,0,0,0,0,0,0
Office|Cleaning,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,74,1,0,0,0,0
Office|Computing,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,16,5,16,0,53053,7,0,0,0,3
Office|Watching_TV,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,175,1746,0,0,0,0
Staircase|Going_down,0,25,2,0,0,0,0,0,3,0,0,0,0,0,0,36,14,86,0,0,0,0,0,0,5
Staircase|Going_up,0,38,1,0,0,0,2,0,4,0,0,0,0,0,0,59,14,60,0,0,0,0,0,0,3
Toilet|Using_the_toilet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,6,26,0,0,0,0,0,0,21
Transition,0,70,26,0,0,6,16,29,3,0,0,11,0,14,0,656,151,132,0,19,0,0,0,0,19
