,Bathroom|Cleaning,Bathroom|Showering,Bathroom|Using_the_sink,Bathroom|Using_the_toilet,Bedroom|Cleaning,Bedroom|Dressing,Bedroom|Napping,Bedroom|Reading,Entrance|Entering,Entrance|Leaving,Kitchen|Cleaning,Kitchen|Cooking,Kitchen|Preparing,Kitchen|Washing_the_dishes,Living_room|Cleaning,Living_room|Computing,Living_room|Eating,Living_room|Watching_TV,Office|Cleaning,Office|Computing,Office|Watching_TV,Staircase|Going_down,Staircase|Going_up,Toilet|Using_the_toilet
Bathroom|Cleaning,79,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
Bathroom|Showering,0,2523,113,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
Bathroom|Using_the_sink,14,96,793,2,0,4,3,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,3,0
Bathroom|Using_the_toilet,5,1,25,210,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0
Bedroom|Cleaning,0,0,0,0,48,5,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,1
Bedroom|Dressing,0,0,0,0,2,160,11,93,0,0,0,0,0,0,0,1,2,0,0,5,0,0,1,0
Bedroom|Napping,0,0,0,0,2,13,2969,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
Bedroom|Reading,0,0,0,0,0,0,0,3199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entrance|Entering,0,0,1,0,1,0,0,0,273,16,0,0,0,0,0,0,0,5,0,0,0,12,2,1
Entrance|Leaving,1,0,0,0,0,0,0,0,57,122,0,0,0,0,0,0,1,2,0,0,1,7,0,2
Kitchen|Cleaning,0,0,0,0,0,0,0,0,0,0,55,0,0,3,19,3,0,0,0,0,0,1,0,1
Kitchen|Cooking,0,0,0,0,0,0,0,0,0,0,2,1844,21,47,0,1,10,0,0,0,0,0,0,0
Kitchen|Preparing,0,0,0,0,0,0,0,0,0,0,8,1,250,58,1,1,0,4,0,1,0,6,0,0
Kitchen|Washing_the_dishes,0,0,0,0,0,0,1,0,0,0,29,2,15,899,12,4,12,0,0,0,0,1,0,0
Living_room|Cleaning,0,0,0,0,0,0,0,0,0,0,3,0,0,4,141,48,13,0,0,0,0,0,0,0
Living_room|Computing,0,0,0,0,0,0,0,0,0,0,2,0,0,0,26,3435,44,0,0,0,0,0,0,2
Living_room|Eating,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24,17,1787,0,0,10,0,2,1,1
Living_room|Watching_TV,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3968,0,1,0,10,8,0
Office|Cleaning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,27,2,0,0,0
Office|Computing,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,3,2,1,2,53066,28,0,0,2
Office|Watching_TV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,55,1849,1,2,0
Staircase|Going_down,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,2,1,6,0,2,1,138,8,0
Staircase|Going_up,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,3,3,2,0,2,0,14,168,2
Toilet|Using_the_toilet,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,4,2,0,0,0,2,0,100
